idx.1,idx,idx.1,quote,people,educ_inst
6387,4962,6387,"'Matthew T. Albence, the acting director of ICE, told the House Oversight Committee last week that such a move would be a “huge pull factor” and create a “rush at the borders,” according to a statement from the committee.'",['Matthew T. Albence'],Rice University
6418,4976,6418,"'Masks, whether worn by superheroes or villains, hide your identity,” said Philippe Reines, a longtime aide to former Secretary of State Hillary Clinton.'","['Philippe Reines', 'Hillary Clinton']",Pennsylvania State University
6419,4978,6419,"'Some transmission models assume that the reduction in effective R remains fixed during a policy like social distancing and doesn’t change as long as that policy is in effect,” said Marc Lipsitch, a professor of epidemiology at Harvard.'",['Marc Lipsitch'],Harvard University
6419,4979,6419,"'Exiting too soon is like thinking you can cut your parachute off at 2,000 feet because it slowed you down,” said Carl Bergstrom, a biology professor at the University of Washington.'",['Carl Bergstrom'],University of Washington
6439,4995,6439,"'Finding places where you can have space for yourself to reflect and think and feel” is crucial in this moment, said Dr. Pooja Lakshmin, M.D., a clinical assistant professor of psychiatry at the George Washington University School of Medicine and Health Sciences.'",['Pooja Lakshmin'],George Washington University
6443,4996,6443,"'To have their loans waived under the program, businesses need to maintain their staffing levels,” said Steven Hamilton, an economist at George Washington University who was an early supporter of congressional assistance to small business amid the crisis.'",['Steven Hamilton'],George Washington University
6451,5004,6451,"'A longer term concern is perhaps jobs will be deemed not necessary,” said Dave Stewart, a senior executive at Wood, an Aberdeen-based energy services company that employs more than 10,000 people in Britain.'",['Dave Stewart'],University of Aberdeen
6451,5005,6451,"'Everyone accepts there will be a big impact,” said Barney Crockett, a Labour Party politician who serves as lord provost, or mayor, of Aberdeen.'",['Barney Crockett'],University of Aberdeen
6451,5006,6451,"'There are a lot of undeveloped fields in the North Sea, “ said Alexander Kemp, a professor of petroleum economics at the University of Aberdeen.'",['Alexander Kemp'],University of Aberdeen
6454,5011,6454,"'Joe Burrow has to be the reason it doesn’t go sideways,” said Esiason, whose only quibble with Burrow is that he did not stick it out at Ohio State.'",['Esiason'],Ohio State University
6505,5039,6505,"'I think we’re seeing a slow-motion version of the kind of declines that usually occur when older people are hospitalized or bedridden,” says Dr. Louise Aronson, a professor of geriatrics and health at the University of California, San Francisco, and author of “Elderhood: Redefining Aging, Transforming Medicine, Reimagining Life.'",['Louise Aronson'],"University of California, Berkeley"
6506,5042,6506,"'The idea that we are energy dominant or independent is a fallacy,” said Jason Bordoff, a professor at Columbia University’s School of International and Public Affairs and founding director of its Center on Global Energy Policy.'",['Jason Bordoff'],Columbia University
6512,5048,6512,"'The worrying thing is I can see signs this time around that the government may make wider use of so-called disqualification powers to stop pro-democratic camp people from running,” said Eric Cheung, a law lecturer at the University of Hong Kong.\n\n\n'",['Eric Cheung'],University of Hong Kong
6517,5056,6517,"'“Harvard did not apply for, nor has it received any funds through the U.S. Small Business Administration’s Paycheck Protection Program for small businesses,” said Jason Newton, a Harvard spokesman.'",['Jason Newton'],Harvard University
6517,5057,6517,"'This financial assistance will be on top of the support the university has already provided to students — including assistance with travel, providing direct aid for living expenses to those with need, and supporting students’ transition to online education,” Mr. Newton, the Harvard spokesman, said on Tuesday.\n\n\n'",['Newton'],Harvard University
6517,5058,6517,"'Harvard’s president, Lawrence S. Bacow, said recently that because of declines in the markets, the university’s endowment, “while large, is not as large as it was previously.'",['Lawrence S. Bacow'],Harvard University
6532,5078,6532,"'Treat yourself kindly by focusing on what you are grateful for, trying to keep your mind in the present moment, or even simply taking a break from your self-judgment, for example,” said Dr. Jena Lee, a child and adult psychiatrist and a clinical instructor at the David Geffen School of Medicine at the University of California, Los Angeles.\n\n\n'",['Jena Lee'],"University of California, Berkeley"
6538,5084,6538,"'Being part of the world once meant having access to the world’s food,” said Fabio Parasecoli, the director of the food studies doctoral program at New York University, who is researching changing attitudes toward traditional Polish foods.'",['Fabio Parasecoli'],New York University
6541,5090,6541,"'Prof. Henry Louis Gates Jr., director of Harvard University’s Hutchins Center for African and African American Research, described Dr. Wall in an email as “a leading, pioneering scholar of African American women’s literature.'","['Wall', 'Henry Louis Gates Jr.']",Harvard University
6556,5097,6556,"'Twitter, Facebook and other platforms can help sustain vital links between organizers and their communities, said Theda Skocpol, a Harvard political scientist and co-editor of “Upending American Politics: Polarizing Parties, Ideological Elites, and Citizen Activists From the Tea Party to the Anti-Trump Resistance.'","['Theda Skocpol', 'Facebook']",Harvard University
6560,5099,6560,"'And after the humans shared their Easter dinner, Ms. Henderson said, “we all watched a huntsman eat a cricket.”\nRule #5:'",['Henderson'],Northeastern University
6561,5100,6561,"'I don’t care about the prevalence of the infection in the population,” said Stefano Bertozzi, a professor of health policy and management at the University of California, Berkeley, who was the last director of the World Health Organization Global Program on AIDS.'",['Stefano Bertozzi'],"University of California, Berkeley"
6569,5102,6569,"'The department stores, which have been failing slowly for a very long time, really don’t get over this,” said Mark A. Cohen, the director of retail studies at Columbia University’s Business School.'",['Mark A. Cohen'],Columbia University
