,idx,quote,people,orgs,source,gender
4188,5548,"'Everyone is going to be making different decisions that are unique to their family and their community,” said Dr. Frank Esper, M.D., a pediatric infectious disease specialist at Cleveland Clinic Children’s Hospital.'",['Frank Esper'],['Cleveland Clinic Children’s Hospital'],The New York Times,0
4189,5548,"'I think we will certainly see on the horizon that some of these states that have closed are going to be slowly ramping back up,” said Dan Wuori, Ph.D., director of early learning at the Hunt Institute, an education nonprofit in Cary, N.C., which has been maintaining a database of each state’s child care rules.\n\n\n'","['Dan Wuori', 'Ph.D.']",['the Hunt Institute'],The New York Times,0
4190,5549,"'We’re reading everything from elders who can’t afford their insulin, mothers who are skipping meals to feed their kids, artists who are sick and live alone and have Covid-19 and don’t have any cash flow to get things delivered to them,” said Deana Haggag, the president and chief executive of United States Artists.'",['Deana Haggag'],['United States Artists'],The New York Times,0
4191,5552,"'Robert Leonard, the news director for the Iowa radio stations KNIA and KRLS, is the author of “Deep Midwest: Midwestern Explorations.'",['Robert Leonard'],"['KNIA', 'KRLS']",The New York Times,0
4192,5553,"'This pandemic is the greatest threat to this generation since the Second World War,” said Stephen D. Smith, executive director of the USC Shoah Foundation, which interviews survivors of genocide.'",['Stephen D. Smith'],['the USC Shoah Foundation'],The New York Times,0
4193,5556,'Chen said he hoped that Propel is “the kind of company that my parents would have loved to use when I was growing up.',['Chen'],['Propel'],The New York Times,0
4194,5557,"'We’re scared to death, so this had to be done,” said Amber Nez, 27, a shoe store saleswoman and Navajo Nation citizen who lives in Gallup and is pregnant with her fourth child.'",['Amber Nez'],"['Gallup', 'Navajo Nation']",The New York Times,0
4195,5561,"'Most countries in the world have less frequent visits with better outcomes,” said Dr. Erica Cahill, M.D., an assistant professor of obstetrics and gynecology and complex family planning at Stanford University.'",['Erica Cahill'],['Stanford University'],The New York Times,0
4196,5564,"'The pandemic has essentially — not absolutely, but essentially — stopped international migration and mobility dead in its tracks,” said Demetrios G. Papademetriou, co-founder and president emeritus of the Migration Policy Institute in Washington.\n\n\n'",['Demetrios G. Papademetriou'],['the Migration Policy Institute'],The New York Times,0
4197,5564,"'We’re finding mass numbers moving back to their countries of origin because they cannot survive,” Gillian Triggs, the assistant high commissioner for protection at the United Nations Refugee Agency, said in an interview.\n\n\n'",['Gillian Triggs'],['the United Nations Refugee Agency'],The New York Times,0
4198,5564,"""I would hazard to say that the only migration that’s working now is migration with smugglers,” said Mr. Márquez, the former director of La 72 migrant shelter, which is in Tenosique, near Mexico's border with Guatemala.\n\n\n""",['Márquez'],['La 72'],The New York Times,0
4199,5568,"'We cannot work as OPEC does,” said Igor I. Sechin, head of the Russian state oil company, Rosneft, at International Petroleum Week in London in 2016, citing private ownership of oil companies in Russia before getting on to the cold.'",['Igor I. Sechin'],['International Petroleum Week'],The New York Times,0
4200,5568,"'I don’t really expect a lot of problems,” said Aleksandr Burgansky, an oil analyst with Renaissance Capital, a Moscow investment bank.'",['Aleksandr Burgansky'],['Renaissance Capital'],The New York Times,0
4201,5569,"'It’s a hard call,” said Dr. Mary Prunicki, who researches air pollution at Stanford University.'",['Mary Prunicki'],['Stanford University'],The New York Times,0
4202,5569,"'As you batter the lungs, which is what’s happening when you breathe wildfire smoke, the defense mechanisms get overwhelmed,” said Katharine Hammond, a professor of environmental health sciences at the University of California, Berkeley.\n\n\n'",['Katharine Hammond'],['the University of California'],The New York Times,0
4203,5569,"'We will continue to prioritize the health and safety of communities and firefighters during this global and national emergency, and will also conduct prescribed fire where feasible as an important tool to protect communities,” Randy Moore, a Forest Service official, said in a statement.\n\n\n'",['Randy Moore'],['Forest Service'],The New York Times,0
4204,5570,"'We are not infectious disease experts, we are simply furniture people,” said Tracy D. Wymer, vice president for workplace at Knoll, a company that makes office furniture and has been engaged by anxious clients, including some of the country’s largest corporations, to come up with ways to make workplaces less of a health risk.\n\n\n'",['Tracy D. Wymer'],['Knoll'],The New York Times,0
4205,5570,"'I call it social distancing theater, like T.S.A. security theater after 9/11,” said Ron Wiener, chief executive of iMovR, a Seattle company that designs standing desks that are used at many large employers, from Google and Facebook to the Department of Defense.\n\n\n'","['Ron Wiener', 'Facebook']","['the Department of Defense.\\n\\n\\n', 'Google']",The New York Times,0
4206,5570,"'“has worked really great,” said Susan Stick, general counsel at Evernote, a maker of digital note-taking programs with 282 employees.'",['Susan Stick'],['Evernote'],The New York Times,0
4207,5573,"'The effect of these new homemade appearances, said Sharon Marcus, a professor of comparative literature at Columbia University and author of “The Drama of Celebrity,” is that reality suddenly looks realer now the camera crews, makeup teams and lighting artists that normally create that veneer of glamour are stuck in their own homes somewhere else.'",['Sharon Marcus'],['Columbia University'],The New York Times,0
4208,5576,"'David Axelrod (@DavidAxelrod), a former senior strategist for Barack Obama’s presidential campaigns, is the director of the nonpartisan Institute of Politics at the University of Chicago; David Plouffe (@DavidPlouffe) was the campaign manager for Mr. Obama’s 2008 campaign and is the author of “A Citizen’s Guide to Beating Donald Trump.'","['David Axelrod', 'Obama', 'David Plouffe']","['the University of Chicago', 'Barack Obama’s', 'Institute of Politics']",The New York Times,0
4209,5579,"'I worry most about the lack of social safety net for not only children but the communities they live in, which are so vital to them being able to thrive,” wrote Dr. Nathan Chomilo, a pediatrician at Park Nicollet in Minneapolis, and medical director of Minnesota’s Medicaid program.'",['Nathan Chomilo'],"['Minnesota’s Medicaid', 'Park Nicollet']",The New York Times,0
4210,5579,"'Dr. Marilyn Augustyn, a developmental and behavioral pediatrician at Boston Medical Center, sorted her top developmental worries by age: that toddlers “will have learned that we need to be afraid of other people, wear masks and cross to the other side of the street if we see them.'",['Marilyn Augustyn'],['Boston Medical Center'],The New York Times,0
4211,5579,"'Dr. Daniel Taylor, an associate professor at Drexel and St. Christopher’s Hospital for Children, wrote that his biggest worry was “post-Covid amplification of existing inequities in health care for impoverished children and children of color with no viable plan, political will or financing for recovery.'",['Daniel Taylor'],"['St. Christopher’s Hospital for Children', 'Drexel']",The New York Times,0
4212,5583,"'There’s far more risk than reward to Disney reopening parks too soon,” said Steven Cahall, a Wells Fargo analyst.\n\n\n'",['Steven Cahall'],['Wells Fargo'],The New York Times,0
4213,5583,"'From great to good to bad to ugly,” Michael Nathanson, a leading media analyst, wrote in a report of Disney’s extreme reversal in fortunes.'",['Michael Nathanson'],['Disney’s'],The New York Times,0
4214,5586,"'Nathaniel Persily, a professor at Stanford Law School, and Charles Stewart III, a professor of political science at M.I.T., argue in a recent article, “States should approach this situation as an emergency, not as an opportunity to make long-term changes to election policy.'","['Charles Stewart III', 'Nathaniel Persily']",['Stanford Law School'],The New York Times,0
4222,5598,"'While mitigation didn’t fail, I think it’s fair to say that it didn’t work as well as we expected,” said Dr. Scott Gottlieb, a former commissioner of the Food and Drug Administration, referring to stay-at-home orders and social distancing guidelines.\n\n\n'",['Scott Gottlieb'],['the Food and Drug Administration'],The New York Times,0
4224,5598,"'If they go home and infect their grandmother or grandfather who has a co-morbid condition, and they have a serious or unfortunate outcome, they will feel guilty for the rest of their lives,” Dr. Birx said on Fox News.\n\n\n'",['Birx'],"[""Fox News.\\n\\n\\n'""]",The New York Times,0
4225,5598,"'We are really early in this disease,” said Dr. Ashish Jha, the director of the Harvard Global Health Research Institute.'",['Ashish Jha'],['the Harvard Global Health Research Institute'],The New York Times,0
